valor_transacao,numero_cartao,id_lojista,mes_transacao,ano_transacao,dia_transacao,hora_transacao,minuto_transacao,segundo_transacao,indicador_fraude
48483,5675950138717471,1580,8,2016,24,4,2,47,1
38775,3860499751615956,3363,2,2021,30,20,55,58,0
66598,1565890133138057,2211,8,2018,27,14,54,53,1
85179,7678547775180639,3903,10,2019,27,9,14,46,0
73991,4049842575128460,1715,4,2011,27,11,18,23,0
27162,5453109485267558,3374,2,2022,14,8,2,7,0
65354,3725233018162816,1029,9,2013,17,6,0,23,0
79657,4478405295420270,4800,7,2010,7,20,57,45,1
92711,7401472641233960,324,4,2018,13,23,14,58,0
78967,2999704862625768,2214,6,2021,10,18,45,53,1
20352,2443517847853269,4014,2,2023,21,5,56,22,0
28709,1738364356176895,2817,9,2014,27,16,54,44,1
25916,6185400792199959,1990,12,2023,5,3,38,28,1
55822,1423640640146070,3506,5,2024,14,18,12,0,1
38210,7311070112021044,4845,5,2017,2,16,20,32,1
12669,4959016634166383,2423,7,2020,9,10,35,55,1
47787,4937929732815933,2334,12,2011,23,16,44,58,0
51141,2907239578338390,4943,10,2020,6,9,1,13,1
73432,6871713211967363,1186,10,2016,4,2,31,51,1
70220,4652072790220724,1899,1,2019,14,11,10,9,1
6332,6339036960075173,3580,8,2024,9,9,50,7,0
57921,3306912874804341,353,9,2014,26,8,57,17,0
58146,9432061860973602,170,1,2024,3,8,39,11,0
40287,4824475360070037,4956,8,2020,24,0,35,3,1
82840,7576737057059935,1937,3,2022,8,6,23,30,1
70090,8099300202208704,1376,4,2015,2,14,45,16,1
91022,8320126555335066,1818,5,2017,8,16,22,15,0
34529,7972073103335372,4028,1,2019,11,19,55,16,0
28078,9406749186147262,1619,12,2012,7,12,45,33,0
70770,3803221560194923,3812,1,2013,29,23,20,31,0
46705,9099349605802661,366,4,2022,29,2,34,54,1
32375,4943359627512656,526,7,2020,26,16,15,21,1
53959,5814445599101139,3126,10,2012,12,1,14,51,1
53700,8382261755688978,1706,11,2010,23,1,30,36,0
98689,6300093532940520,4310,4,2021,6,3,55,1,0
99218,9924605459093999,174,9,2013,1,21,53,38,1
21197,5910476982437191,3229,7,2021,26,18,28,31,0
30452,3487871875192987,4294,5,2022,16,6,31,39,1
39822,3006835071852476,3310,1,2022,29,9,54,14,1
40506,3345153934948806,1109,2,2012,17,13,55,15,1
59723,1349790856548611,527,10,2011,16,1,25,43,1
24789,6320174006492604,2594,12,2016,26,22,25,2,0
74007,6748003031434741,280,11,2020,4,1,44,15,1
8957,8372445047415012,585,11,2023,14,8,30,55,0
74130,1863580792043658,3797,6,2024,20,20,20,36,1
41045,2675334947519594,851,9,2012,12,13,46,30,1
38571,2795985815131812,2118,6,2013,25,8,19,17,0
82236,4144977628860871,2032,8,2022,16,4,45,46,0
63926,8375240666434809,1119,6,2012,19,13,13,33,1
46132,2990900849388538,4683,7,2013,16,14,44,19,0
31166,8029771493451909,3115,11,2022,8,4,33,38,1
58249,7321789420526235,2238,2,2024,19,13,20,57,1
88045,1878358167781784,1309,7,2020,2,19,47,11,0
57751,7477051727254552,2771,2,2012,13,16,29,31,1
80019,9209087875971810,2811,1,2011,9,5,44,1,1
33114,7609286678010037,2463,4,2022,10,22,10,23,1
75403,9277217786839687,3989,4,2014,16,4,13,37,0
48488,3944746085187500,3697,12,2023,16,23,40,41,1
69393,7877216881649786,2272,4,2017,9,19,39,22,1
21175,8289425451276007,1934,6,2023,23,22,15,2,1
25578,3704490689342182,1268,2,2024,17,3,42,22,0
58833,1196993964568905,4164,7,2013,5,11,40,54,1
85389,7618051683222405,2516,11,2015,26,16,28,20,1
9478,5205995395000039,4460,10,2016,14,1,6,20,1
90442,4108283521878590,3659,8,2010,28,2,9,59,1
36559,7550078035041805,1383,10,2013,7,5,47,24,1
89025,7864192079140383,3275,8,2018,16,19,48,7,1
53004,7614174947220284,1410,11,2020,27,7,38,45,1
95361,1060839316332369,1434,4,2023,3,2,43,48,0
60708,8978824314628650,3963,2,2011,23,7,59,25,1
25881,1643295576903860,604,10,2023,11,7,18,50,1
60274,6877105075494545,4022,4,2018,4,10,26,4,0
81496,7036081757637064,306,5,2020,12,23,51,27,1
54301,6159114163938671,167,5,2012,12,6,36,8,1
41283,3205457426721975,4415,11,2024,12,20,9,20,1
21104,3678838230454158,1124,2,2020,5,16,34,5,0
8084,6076247853109633,812,5,2014,8,16,38,35,1
64031,8274093331791359,3666,2,2010,4,12,48,46,1
15848,1721888254983127,2355,6,2022,20,13,22,11,1
95157,6935781382620430,398,5,2015,22,11,57,13,1
54691,1194466920620312,744,9,2019,24,20,53,44,0
11723,3605344013992983,4165,6,2014,13,2,10,13,1
66353,1368908150496285,2685,1,2023,11,4,51,1,0
17481,6435519550208286,902,2,2017,20,11,14,0,1
86225,2287066220870362,3834,10,2011,8,2,56,38,0
25314,4240474458536985,1010,3,2022,6,5,49,7,1
12467,7003844961714488,1359,12,2013,20,1,21,11,1
99729,1165774371161203,2223,6,2016,14,20,14,36,1
43979,9067583497727148,486,11,2021,27,6,47,11,1
84823,3402805006700729,1359,12,2022,12,20,32,29,1
14048,6800631300236737,2213,3,2023,4,22,13,3,1
92059,9704224820782420,4114,4,2022,4,15,12,17,0
58306,6085839807335585,4218,2,2013,28,19,10,5,0
72983,7258445946078526,2965,8,2018,14,17,32,48,0
83551,5097392754532970,715,1,2024,10,19,59,57,0
59932,5174565671580541,3608,10,2020,7,5,51,7,0
1271,5456691781195947,1228,4,2019,26,23,5,3,1
66309,2656211172808013,2890,10,2016,19,16,33,30,0
12281,4397342083213222,4228,1,2017,25,0,51,2,0
42526,6568198747462306,4114,4,2014,22,15,3,24,1
82463,9297019870374821,3638,8,2012,30,7,21,11,1
73474,4617638184170695,2391,3,2012,4,8,17,42,1
22657,6771992995846869,1040,2,2020,22,3,3,27,1
37406,7905336191460085,3541,12,2016,13,20,52,41,0
58013,6134293113202563,100,7,2021,4,9,42,59,0
27616,8010046720249959,3144,6,2013,15,13,57,43,0
62432,5193249316230291,1343,11,2014,28,1,35,22,0
14314,1968954943304268,1314,6,2022,2,14,24,40,0
45711,2551075794723480,4651,7,2016,30,6,17,19,0
34733,7820492938884756,4436,1,2022,18,16,22,16,1
90213,7680678761741044,138,6,2010,10,6,33,18,1
85157,5058826296430298,1392,11,2011,16,0,51,54,1
70961,4091900305563154,3939,1,2010,9,5,41,35,1
55139,5154390584349206,2873,11,2017,16,2,43,9,0
18112,4712820893936374,2262,5,2022,11,14,58,2,1
75186,9438614562198697,3850,12,2024,20,19,8,38,1
22649,5655972720495647,4948,6,2012,3,22,57,24,1
79061,8521610694494167,673,10,2020,11,9,55,9,0
55059,9977455310664405,288,9,2018,28,18,38,14,0
92885,9988155057212083,1607,8,2021,9,6,10,54,0
92884,5516917796574518,3800,5,2014,29,4,13,12,1
16779,6298688387781880,4894,3,2021,2,10,48,6,0
62309,1545922498896204,2452,1,2024,23,14,48,0,0
27850,2908901759862959,2996,4,2010,24,9,2,36,0
55117,9375659827694180,3350,1,2013,6,12,30,31,0
75548,7149692061500633,1013,1,2023,20,14,20,50,1
40027,3114957412949051,4627,4,2013,12,1,55,3,1
19291,2922023367121624,3404,9,2022,9,7,5,48,0
39412,6199220478039716,4034,11,2022,4,5,43,49,1
42408,9059469666484469,2962,2,2012,3,7,38,4,1
89816,3579567309755517,3772,8,2024,30,7,1,45,1
98713,2604758654506918,2695,5,2022,12,0,42,48,0
35302,2866227785717174,4163,9,2010,22,13,17,25,0
24154,4990253810404229,4527,8,2020,4,0,49,43,0
40873,8322152429608948,4277,2,2021,21,11,34,27,0
10991,4376842261950291,4472,10,2020,26,0,27,57,1
43930,5052347396375214,4411,10,2010,23,3,30,4,0
40096,6353905872680904,3554,9,2021,19,18,42,56,1
65149,8892786956648529,401,9,2011,10,10,32,12,0
69158,3552202169336350,1954,1,2019,15,5,11,8,0
66123,9279681098632849,4092,9,2020,24,10,3,0,1
43592,5868936975211068,2615,4,2013,26,3,9,16,1
75008,1503276666296690,1603,10,2018,18,7,56,41,1
8165,4408885781067481,4805,10,2018,5,23,42,15,0
99117,4200951951184877,171,3,2017,18,0,0,10,0
17698,9621600922370910,362,7,2011,17,19,37,26,0
17222,5384265628902575,1578,7,2015,18,23,47,51,1
60650,1461530235158580,1927,2,2022,3,16,20,14,0
50769,4404579898292380,4847,8,2020,17,15,56,1,1
24038,7404922491567467,910,12,2013,5,21,20,47,1
34315,7566750702874226,668,6,2023,19,4,41,2,1
17265,1027054493739823,665,1,2023,11,11,43,6,1
73366,6528653537873295,2542,8,2014,7,2,3,58,1
49685,2537542557384726,4731,12,2014,8,20,14,46,1
46549,9123996633326195,2006,12,2022,10,12,31,6,0
78898,1697128176859540,2643,4,2024,11,11,10,21,0
60759,3225660576416076,3258,2,2024,25,1,47,30,0
22291,9414632513734529,3938,10,2022,19,23,12,31,0
4056,9336255250345090,3247,11,2021,15,21,58,29,1
54810,7276278780239587,3789,10,2016,4,16,3,52,1
90792,4390198314537220,980,1,2014,25,22,32,10,1
68752,3740248167646024,1368,2,2014,11,1,46,47,1
14733,4663659103987225,1337,10,2020,6,21,41,31,0
72019,9844353079425280,2276,4,2015,14,12,16,44,1
4813,8055285474855949,1498,10,2019,11,16,40,11,1
20132,6229391419289955,4950,11,2024,15,15,3,3,1
63849,2863464114715451,4298,8,2015,1,13,16,26,0
28193,3893296722624427,3857,7,2015,12,9,32,16,0
42066,4945862601536578,2747,12,2013,6,5,59,24,0
84917,7053700764084241,3437,12,2011,5,11,43,19,1
52478,4112039851902282,1122,3,2022,27,19,12,21,0
66928,5003498467437193,2573,7,2013,15,22,43,32,1
22000,1042344535282553,1273,5,2013,25,5,0,23,0
54853,5675962030979521,1955,8,2014,20,14,49,24,1
89520,2733972175700166,1560,4,2020,19,23,23,53,0
12879,6502591311560573,928,1,2018,28,12,48,3,1
82631,1895026567752780,1205,12,2018,19,13,28,15,0
60419,8528475155886514,1821,9,2023,15,23,23,9,0
20743,2044203815542234,1486,11,2018,1,15,26,7,0
1046,1836267578417319,2734,2,2022,9,12,3,33,0
89084,2979844161497156,4666,4,2020,7,22,51,27,0
90262,7538341695646868,1435,9,2010,20,15,2,5,1
56360,1989383368920374,2876,5,2010,8,22,56,17,0
95829,3578879314694742,2719,9,2017,29,17,6,40,1
69480,5495692738813376,3372,12,2013,21,3,8,6,1
98710,3303199881653652,1335,2,2012,8,10,34,58,1
3442,2541923671839318,4569,2,2021,13,13,45,16,0
37176,7512401869303660,2858,10,2011,7,13,53,0,0
46698,3887956154199390,4491,11,2012,23,15,14,55,0
8477,6924953754665600,2498,2,2017,18,10,15,2,0
24815,5469860897807004,4294,12,2014,5,15,34,44,0
57675,7926825578240022,2044,10,2016,24,12,3,37,1
65477,9901252280609957,2264,4,2013,26,18,2,22,0
94189,3063047877034166,3144,7,2022,13,20,41,11,1
5677,1788650422453408,1363,5,2019,7,19,17,39,1
65503,5905098870669495,3692,10,2011,23,0,50,25,0
94860,5846862344018255,3701,10,2019,4,19,26,15,1
12879,5348214990293057,4939,7,2015,12,2,3,34,0
12825,4171628489772981,597,12,2019,8,7,43,18,0
58869,7384142769830732,961,2,2017,8,9,50,21,1
66558,7484153161056594,4354,3,2010,21,12,20,1,1
54408,6380210162025288,4905,2,2022,18,2,0,9,0
95454,2184536936624956,1033,5,2011,22,18,2,34,1
62797,9244112265784641,2794,6,2022,21,2,8,37,1
38428,6681663122177458,2113,5,2020,7,5,37,33,0
85619,1127064964286950,1400,4,2022,21,15,37,33,0
28173,5935837113230124,3259,8,2011,15,16,46,14,0
5249,1422788228584553,1244,11,2012,27,18,35,55,1
81833,3112260137101744,4460,2,2014,17,17,43,4,0
53180,4809727594107029,4933,9,2016,15,3,5,53,1
35410,3450638169505586,2048,8,2015,27,20,47,53,0
64086,7926196223880945,4135,1,2023,1,2,51,41,0
75677,2363609779372723,4583,2,2011,12,14,42,13,0
42305,9974243324856468,2745,2,2014,4,11,3,2,1
23639,1665311926151679,378,4,2016,10,9,52,57,1
85440,5682053627477203,1207,4,2017,8,22,7,44,1
36994,7542815535792436,1251,1,2014,22,17,49,47,1
27345,7241828893878235,1777,7,2018,13,5,28,51,1
48318,4498902299188112,3288,5,2014,5,4,20,17,1
23624,1414319123128946,4137,8,2010,1,22,56,48,1
46908,4796154524444469,1945,12,2014,27,23,40,27,1
44569,9648958375460471,1387,1,2015,20,1,27,7,0
14649,6125612876846887,3605,6,2017,1,0,34,11,1
43018,2387351778380530,4305,12,2022,11,22,49,48,0
38935,4737147008550858,4268,2,2019,26,12,32,27,1
76786,8573611014251837,4902,8,2018,12,20,20,38,0
84414,6670198481809732,1892,9,2019,6,10,29,13,0
58729,7818754276991064,4887,8,2024,16,9,55,42,0
46456,1916966775219083,1599,1,2017,25,12,54,16,1
7547,1479692447333175,483,9,2020,19,0,26,8,1
68111,2589281381545453,3519,11,2015,11,17,13,47,0
49376,6186320540622715,1276,5,2021,6,3,27,34,0
69617,6041623688553247,2214,2,2015,30,14,24,45,0
77863,5358425608351669,3472,6,2024,26,10,3,58,1
5067,2002364935000098,199,7,2015,4,3,33,42,1
14239,1041670473461903,1985,10,2023,18,3,5,16,0
1513,1808039918364028,3786,6,2022,22,15,56,45,0
82543,1506895319155519,4138,5,2011,20,0,17,48,0
97273,3794441476784172,2915,8,2018,17,14,35,15,0
50453,4381353467499248,2920,4,2017,15,11,56,43,0
81722,1135382298475464,2864,6,2020,18,9,49,28,1
85903,7299792365347148,2313,4,2019,24,8,27,42,1
76454,3980451431586405,654,7,2020,11,7,36,33,0
95421,4930933606760077,2549,12,2013,2,11,20,3,1
7221,4614106745365261,2227,5,2014,28,4,7,39,0
42451,2481658643534055,783,2,2015,18,11,56,22,0
28747,8033480099395706,3930,8,2019,16,15,41,42,0
79790,4919137394274234,3906,4,2014,11,16,29,53,0
81141,4121791597451076,1718,4,2019,21,14,15,6,1
36670,4977738654085340,1609,4,2016,6,5,7,25,0
29443,4878067170587230,4901,2,2015,30,21,2,1,0
90668,1138124025366825,1246,11,2022,13,7,1,24,1
67825,9643917409841520,1570,10,2016,23,2,10,26,0
61282,2220288403521952,2797,11,2013,14,18,52,39,0
31478,9555952886374784,1356,1,2011,22,8,16,2,0
8468,7563560823448065,1418,11,2013,8,1,3,31,1
98027,5748077615256477,2352,1,2019,5,15,52,41,0
6758,7640540334582704,654,11,2019,6,23,18,48,0
77000,6129205735415125,1445,10,2014,22,21,19,29,1
62650,8530826374935259,4152,3,2017,6,7,0,34,0
82051,5635704261370880,3198,5,2018,8,4,54,24,1
17632,2126028645270315,2989,7,2013,13,20,31,6,0
78457,7321318430068747,4799,11,2013,24,10,11,38,1
22272,3245264131217926,1371,8,2018,29,9,10,27,1
54958,1021992277528210,4548,4,2010,30,0,30,28,1
28713,9662700558016739,4567,1,2012,3,4,31,17,0
21921,3776291700403844,1480,7,2021,25,20,3,30,1
51772,5792063145275429,3603,10,2013,22,18,34,23,0
47393,9011906167709043,687,2,2018,25,11,50,42,1
4206,9682673211330585,841,5,2015,28,19,45,45,1
39721,4209482062340195,2967,12,2023,9,5,4,41,0
66196,3506995629815801,2349,1,2018,6,4,29,10,1
4707,1669504013894690,4926,7,2021,2,12,7,40,0
58114,1077720327877684,1031,4,2014,20,10,39,31,0
13201,6491761907612040,1931,8,2014,14,6,1,29,0
61657,1027182467867507,2700,1,2021,10,6,51,1,1
16882,7072238430956849,483,6,2022,2,21,53,3,0
10204,8441906454127062,4935,1,2020,18,16,31,44,1
56692,6540204942178351,840,3,2015,6,6,36,9,1
40096,4456291205910998,4360,2,2011,8,21,25,33,0
34265,5871027026296473,3299,4,2019,7,18,53,51,0
27916,1339558469891667,1395,5,2021,10,19,6,36,0
82713,5238271281143402,2622,6,2010,20,17,17,27,0
47022,1385220263469550,4557,3,2012,11,19,44,36,0
31100,7984390317673726,474,4,2020,23,1,5,38,1
5877,2202933499700669,165,5,2016,13,19,32,45,0
1538,4420525386732951,246,1,2013,27,0,44,43,0
61096,9382987622129795,3143,3,2020,8,23,7,32,1
60097,3823615811010471,2583,2,2024,30,18,48,41,1
99745,4233210714120237,2760,8,2017,8,3,57,59,1
5863,4166411115484061,3819,12,2016,30,5,42,16,1
98377,4672339902846331,670,10,2013,8,1,4,45,1
90120,5352088950917349,571,9,2021,13,0,21,40,1
87955,8544681180381318,1262,7,2014,4,17,3,50,1
87561,5402303903286843,4680,4,2015,21,3,24,36,0
33104,3681946380917107,3933,4,2014,19,13,45,6,1
73704,3761265082060796,2272,12,2013,1,6,1,3,1
32343,2686696247027633,4422,8,2024,26,1,28,24,1
12011,5300169109109391,2771,4,2012,15,10,14,39,0
21550,9726703846920114,3801,2,2015,18,4,32,41,0
28985,6734466737994223,2523,8,2022,24,19,25,33,0
85459,6755105950289234,1069,11,2018,6,20,32,54,1
76871,6748607439805000,221,12,2020,3,18,27,38,1
49296,9704717538177505,3415,8,2013,6,20,37,35,1
81287,1938702365085058,2784,11,2023,21,3,40,30,1
75826,4780404829857688,3005,4,2024,20,21,15,23,0
31702,6174786152234701,613,5,2020,11,13,43,34,1
12186,8703457692057588,1506,5,2019,18,16,22,27,0
14623,5518346702928931,4514,6,2016,8,8,42,31,0
78942,8720413907283688,912,10,2021,11,6,11,11,0
54222,4689177398058458,281,8,2016,4,21,59,14,1
97424,8694712875282459,1733,5,2011,28,16,14,34,1
72709,6521644315390743,1011,5,2019,8,22,49,28,1
60987,3216807771662718,2746,1,2013,12,5,32,38,1
62636,1725453117517547,4268,10,2011,7,2,49,12,0
56588,6640762020764139,782,7,2010,18,8,53,8,1
45141,8020714426200408,1590,9,2019,26,13,40,46,0
72054,4161647286261624,3437,1,2010,5,13,14,24,1
61111,8738187226113650,493,4,2013,30,6,56,30,0
43273,1716970271848642,1465,5,2016,26,22,41,6,0
7014,1942986602273844,3883,9,2012,18,23,40,34,0
12495,4979492501058765,1424,6,2024,18,14,0,20,1
27939,1464459794757089,3748,8,2016,4,11,48,1,1
18861,5012716582532333,3597,3,2014,5,3,7,6,1
92929,6051269466058035,3000,8,2024,5,23,6,44,0
67484,6548638153155925,2823,9,2023,6,11,22,7,0
22071,1230017049357737,4666,1,2018,14,12,13,0,0
57271,2068000951740698,4102,12,2018,7,1,28,2,0
77301,2012406935996238,4361,6,2020,26,15,5,7,0
60580,7873269875464071,4206,1,2012,14,14,50,15,0
26323,2116037922937960,3559,11,2014,26,9,14,53,0
12674,9535751071434722,1658,10,2013,30,1,2,37,0
18208,1176897834162103,3241,9,2019,30,7,43,43,1
46120,9582908130730282,2136,9,2013,24,8,28,35,1
50669,6188370946180037,4170,1,2017,24,8,57,34,1
21221,6695646854938683,2840,7,2010,21,20,29,25,0
19799,6445748871439572,2070,11,2010,21,7,14,14,0
70145,8494904463348723,3202,5,2012,18,0,30,4,0
79373,8879290704406963,3802,9,2017,1,14,40,17,0
36061,5689334833650186,2807,4,2010,1,18,31,31,1
97990,5913036887335422,3281,6,2011,4,18,46,52,1
25072,5926564788504028,195,4,2020,16,8,54,30,0
41953,8801069678273528,222,12,2011,28,17,35,39,1
6111,2359847692211796,2265,7,2020,16,19,57,43,0
43287,9246091915877736,1251,2,2017,16,19,8,6,1
99265,2303108689117334,3394,5,2018,20,16,51,30,0
56247,7744015068364134,1694,5,2017,17,20,33,43,1
80713,3311035127887706,1933,10,2014,7,17,22,15,1
94095,6232647771640165,778,2,2015,25,7,27,30,1
18964,7036759713732975,1596,12,2024,22,23,47,17,1
69269,2032650426200490,3401,9,2014,2,11,22,41,0
17308,7571453775628707,4395,11,2016,21,16,23,4,0
49721,5864882935756841,734,5,2022,10,2,34,27,0
6819,6192284851170784,3915,9,2019,2,19,40,40,0
87025,3029238660834674,3022,4,2023,17,9,55,37,0
18355,4123856353445111,4542,2,2015,5,15,45,56,0
29064,1872529422887994,4682,8,2014,20,4,43,20,0
3617,5849642773323010,4294,2,2018,30,14,37,52,0
3794,7146530796016929,2050,11,2012,27,16,2,8,0
33021,4998984699553883,4986,1,2012,8,7,22,47,1
19438,5327573978316821,1611,7,2019,15,8,59,36,0
60716,4590774441951527,3377,6,2013,25,15,11,23,1
97549,7135783121353067,390,11,2010,12,20,19,38,1
83197,2283302886681431,469,4,2019,21,13,25,31,1
87445,1481489843833595,1750,2,2022,24,23,36,19,1
26978,9501099752758601,4186,5,2022,5,19,39,0,0
78706,2489783138464085,2116,7,2010,17,20,36,54,0
59883,9650129784566242,4981,6,2013,25,3,20,25,0
67718,5372179069357577,4938,1,2015,9,11,13,46,0
67442,3767963270610339,1765,10,2014,29,22,50,46,0
97643,5321346161538669,2880,5,2023,22,21,5,0,1
85366,4816995469420547,3435,11,2012,4,8,19,33,1
40344,7142146856791635,4336,5,2010,12,23,27,33,0
55535,7936230631044137,1803,9,2011,29,20,58,29,0
25097,7967585173705900,1570,12,2019,20,22,30,6,0
29591,3652993495778119,1244,12,2017,13,18,35,21,0
79109,3732508994626866,1252,10,2018,29,6,20,15,1
63070,3064281322973772,1034,5,2017,16,14,39,20,0
37411,4158918259690881,4900,2,2013,4,9,59,2,0
14614,3347685767636981,4585,3,2012,14,13,20,19,1
78972,1443726236228555,3921,1,2023,21,15,8,25,1
49043,7991143747020780,211,11,2016,16,21,25,47,0
53632,9583511969437433,3786,4,2023,15,18,34,11,0
4926,9090478375193229,4107,2,2010,22,15,1,31,0
27796,5253542183967781,4883,12,2019,25,20,59,27,0
78937,3029195334077728,2277,1,2020,16,10,29,17,0
77601,7046021331400523,4288,6,2018,6,21,1,9,1
32408,3932976006735475,4139,7,2011,9,19,9,47,1
32370,7829466479947722,4474,1,2023,14,12,30,11,1
99182,4886708345893111,2743,10,2013,28,19,21,58,0
26572,8742844192052162,4503,4,2014,26,15,40,58,0
95837,2578700137695126,1931,2,2013,12,10,19,15,1
86536,9899683165612490,1772,6,2013,10,14,43,10,1
60766,3095569894710475,1961,7,2013,19,14,32,14,1
12941,8363864411238357,3155,5,2023,12,5,46,17,1
63778,3414124268737263,358,12,2023,2,4,2,56,0
7124,3639988466455239,4132,4,2015,12,5,41,49,0
42248,2351531411378259,4120,4,2018,1,7,17,59,1
55137,6637985712358819,3348,9,2013,6,5,44,35,1
63209,9604459802037851,1682,1,2016,7,6,58,12,1
85295,5989986101782606,4785,7,2013,1,18,9,15,1
74557,9831697603716709,1525,8,2015,22,17,47,24,0
32196,6010186135625779,2130,7,2024,13,16,41,53,0
77754,8455560129869304,1565,3,2019,10,19,7,0,1
61783,9379168334129706,1488,4,2020,7,11,39,10,0
3562,6279889962403964,3365,5,2021,30,2,31,43,1
69599,4598750103903720,1448,7,2019,23,9,50,42,0
8650,1225609737364679,2801,2,2020,20,10,32,48,0
16512,5076987763182911,4134,5,2010,19,4,41,18,0
26857,7863957472525855,2631,7,2018,11,14,38,22,0
11516,7955383799760457,4324,6,2014,15,6,12,40,1
43819,7171204638334118,3140,10,2015,19,2,52,14,1
37158,4294199179430286,2306,12,2017,23,22,49,19,0
97110,5327904800143785,2265,5,2016,4,23,47,56,0
48278,2182505249078769,4387,1,2023,27,9,21,3,1
69179,3434200540386416,512,3,2011,4,5,12,51,1
54188,8258689544099280,1779,12,2023,30,20,29,44,0
19199,7661943092296393,3694,4,2014,30,16,51,19,0
22295,5007099644388068,2643,11,2012,5,18,37,12,0
45020,9369765968272870,4883,2,2024,15,20,42,17,0
74090,9994877707809721,2472,8,2012,24,5,33,24,0
71094,9912664542285593,1659,6,2018,6,8,15,52,1
24722,9101216102647370,1701,3,2016,11,15,1,4,1
20537,6882500885835313,1551,8,2015,5,1,34,55,1
49512,1040865572494493,3091,1,2010,26,0,3,17,0
72688,2696722269462677,3648,5,2019,27,13,56,34,1
73785,7845344152260237,2165,7,2019,16,15,49,9,0
35878,5813697865842386,4238,1,2017,12,7,27,56,0
89965,8277988371506077,285,1,2024,8,14,37,29,1
63673,5467404291248519,3455,1,2020,30,20,12,0,0
15463,4585206693691000,1578,8,2015,13,9,16,28,1
30830,9993161076297516,4586,2,2021,12,13,26,28,0
93434,4643742739222324,3655,2,2013,7,9,3,5,1
77184,5982786490170695,2328,11,2016,23,4,12,22,1
53866,8131475646631589,4633,11,2012,27,18,24,3,1
16999,1784082914271225,3975,3,2012,24,8,31,2,0
35161,8249518763892208,2098,6,2020,11,20,50,36,0
60351,5171838206794934,2183,1,2023,18,16,8,54,1
43694,3110386575144970,609,8,2020,10,10,47,35,0
11875,9712302189388832,1934,10,2019,9,21,11,46,0
45482,3346857351556360,2852,4,2023,28,10,24,56,1
96357,8913433719023388,1918,11,2012,4,13,32,21,1
21221,2190475629242538,1451,2,2020,29,23,42,12,0
81033,6223995207905698,2608,1,2017,5,15,31,4,0
6390,6359235236736310,3566,6,2023,4,1,45,58,1
31780,5634536209330153,3568,2,2015,9,0,16,35,0
96108,3101062954868121,886,5,2012,2,4,53,51,1
53668,9375386258703122,4575,7,2010,12,4,32,15,0
80987,8798720541601515,4298,9,2023,6,6,26,30,0
19382,8305657407347028,3479,10,2011,22,3,58,12,0
46915,4033438617763048,236,12,2024,30,6,34,18,1
96369,6846277653959948,2732,7,2010,21,14,45,57,0
92439,1872177924374296,1482,7,2011,30,7,34,43,0
18053,2824316407588840,1523,3,2020,3,11,14,12,0
43929,1599832720924876,3317,2,2020,23,3,16,8,1
80878,8757184239110367,825,5,2015,4,21,20,58,1
49588,7265277195565167,2279,4,2010,28,0,19,23,1
69265,8766099405956076,4926,8,2019,9,11,36,52,0
22767,4554781164883285,3942,4,2024,23,6,50,16,1
79657,5405790736030497,912,8,2017,22,11,57,17,0
18122,6658734988915054,1803,7,2015,19,1,44,37,1
71177,9798633495930496,3942,6,2019,5,5,5,30,0
46361,6119589128121274,3929,11,2013,6,12,0,59,0
42212,3218935495389264,2312,5,2013,15,6,31,43,1
7033,4595403389495399,646,4,2010,16,8,52,7,0
37980,3239836720344625,993,10,2014,2,7,50,29,0
96734,5595410439097794,4452,11,2014,12,0,32,19,1
26398,7571947167196890,1449,7,2013,23,10,14,57,1
83573,8104090818461669,2362,2,2020,12,19,19,11,0
78176,3693288163813497,3557,6,2013,4,13,54,33,1
12389,5355782271526774,3587,5,2024,22,6,42,35,0
80028,6024181664857706,3006,12,2012,13,19,5,58,0
61283,7249882232029582,4560,11,2022,12,8,30,39,0
1733,9769711343428820,3192,10,2023,30,1,35,0,0
89791,6356527582631560,184,4,2024,13,15,53,25,0
93991,9489442615832262,4588,3,2018,15,21,8,15,1
95703,8043323961530958,3536,7,2018,18,10,3,32,1
37147,2650355088078620,2912,3,2018,5,23,20,58,0
45410,7134785590861017,3485,11,2013,26,15,15,57,0
11964,1217400874071641,4537,9,2011,29,7,28,23,0
79349,6876890127880126,4448,12,2016,30,22,48,50,0
1977,9158600267799008,2590,4,2023,21,1,3,43,1
99642,9608722469150725,3396,6,2018,3,19,35,14,0
22222,2759418099547573,2115,1,2023,16,5,35,42,0
6083,4082794854309468,4103,3,2024,10,7,48,15,0
16608,4679481311910404,195,12,2023,15,23,41,9,1
51807,2978580690021741,4290,3,2015,20,16,35,52,1
90008,3059036702787260,860,5,2018,10,8,50,2,0
43490,2355608567044277,2719,11,2023,18,10,3,47,0
93949,2705387589572319,4887,3,2011,21,13,18,54,1
44505,1121709304726904,244,10,2016,6,12,19,30,1
2623,7445355093890487,4131,2,2019,23,9,37,0,1
62614,3332965856655696,2169,8,2019,19,22,55,36,0
75041,8634980801786382,2686,1,2017,21,23,48,41,1
75838,2928233778863397,3991,12,2024,24,14,52,30,1
86937,4233491861343275,185,5,2022,21,11,1,41,0
57625,5133915435812816,3779,3,2020,29,9,48,42,0
15924,7928415174363362,451,11,2023,15,7,59,30,0
26900,5113829009603163,1103,9,2014,1,15,59,7,1
96823,5488524422892019,1472,4,2024,24,18,49,43,1
